Season,Overall Rank,Team,Country,League Rank,Matches Played,Wins,Draws,Losses,Goals For,Goals Against,Goal Difference,Points,Points Per Match,Expected Goals,Expected Goals Against,Expected Goal Difference,Expected Goal Difference Per Match
2013-2014,59,Genoa,it,14,38,11,11,16,41,50,-9.0,44,1.16,,,,
2013-2014,60,Udinese,it,13,38,12,8,18,46,57,-11.0,44,1.16,,,,
2013-2014,61,Evian,fr,14,38,11,11,16,39,51,-12.0,44,1.16,,,,
2013-2014,62,Werder Bremen,de,12,34,10,9,15,42,66,-24.0,39,1.15,,,,
2013-2014,63,Rayo Vallecano,es,12,38,13,4,21,46,80,-34.0,43,1.13,,,,
2013-2014,64,Swansea City,eng,12,38,11,9,18,54,54,0.0,42,1.11,,,,
2013-2014,65,Guingamp,fr,16,38,11,9,18,34,42,-8.0,42,1.11,,,,
2013-2014,66,Montpellier,fr,15,38,8,18,12,45,53,-8.0,42,1.11,,,,
2013-2014,67,Espanyol,es,14,38,11,9,18,41,51,-10.0,42,1.11,,,,
2013-2014,68,Nice,fr,17,38,12,6,20,30,44,-14.0,42,1.11,,,,
2013-2014,69,Getafe,es,13,38,11,9,18,35,54,-19.0,42,1.11,,,,
2013-2014,70,Granada,es,15,38,12,5,21,32,56,-24.0,41,1.08,,,,
2013-2014,71,Eint Frankfurt,de,13,34,9,9,16,40,57,-17.0,36,1.06,,,,
2013-2014,72,Freiburg,de,14,34,9,9,16,43,61,-18.0,36,1.06,,,,
2013-2014,73,West Ham,eng,13,38,11,7,20,40,51,-11.0,40,1.05,,,,
2013-2014,74,Elche,es,16,38,9,13,16,30,50,-20.0,40,1.05,,,,
2013-2014,75,Sochaux,fr,18,38,10,10,18,37,61,-24.0,40,1.05,,,,
2013-2014,76,Almería,es,17,38,11,7,20,43,71,-28.0,40,1.05,,,,
2013-2014,77,Cagliari,it,15,38,9,12,17,34,53,-19.0,39,1.03,,,,
2013-2014,78,Osasuna,es,18,38,10,9,19,32,62,-30.0,39,1.03,,,,
2013-2014,79,Sunderland,eng,14,38,10,8,20,41,60,-19.0,38,1.00,,,,
2013-2014,80,Aston Villa,eng,15,38,10,8,20,39,61,-22.0,38,1.00,,,,
2013-2014,81,Hull City,eng,16,38,10,7,21,38,53,-15.0,37,0.97,,,,
2013-2014,82,West Brom,eng,17,38,7,15,16,43,59,-16.0,36,0.95,,,,
2013-2014,83,Chievo,it,16,38,10,6,22,34,54,-20.0,36,0.95,,,,
2013-2014,84,Valladolid,es,19,38,7,15,16,38,60,-22.0,36,0.95,,,,
2013-2014,85,Stuttgart,de,15,34,8,8,18,49,62,-13.0,32,0.94,,,,
2013-2014,86,Sassuolo,it,17,38,9,7,22,43,72,-29.0,34,0.89,,,,
2013-2014,87,Norwich City,eng,18,38,8,9,21,28,62,-34.0,33,0.87,,,,
2013-2014,88,Catania,it,18,38,8,8,22,34,66,-32.0,32,0.84,,,,
2013-2014,89,Fulham,eng,19,38,9,5,24,40,85,-45.0,32,0.84,,,,
2013-2014,90,Hamburger SV,de,16,34,7,6,21,51,75,-24.0,27,0.79,,,,
2013-2014,91,Cardiff City,eng,20,38,7,9,22,32,74,-42.0,30,0.79,,,,
2013-2014,92,Valenciennes,fr,19,38,7,8,23,37,65,-28.0,29,0.76,,,,
2013-2014,93,Bologna,it,19,38,5,14,19,28,58,-30.0,29,0.76,,,,
2013-2014,94,Nürnberg,de,17,34,5,11,18,37,70,-33.0,26,0.76,,,,
2013-2014,95,Braunschweig,de,18,34,6,7,21,29,60,-31.0,25,0.74,,,,
2013-2014,96,Livorno,it,20,38,6,7,25,39,77,-38.0,25,0.66,,,,
2013-2014,97,Betis,es,20,38,6,7,25,36,78,-42.0,25,0.66,,,,
2013-2014,98,Ajaccio,fr,20,38,4,11,23,37,72,-35.0,23,0.61,,,,
2012-2013,1,Bayern Munich,de,1,34,29,4,1,98,18,80.0,91,2.68,,,,
2012-2013,2,Barcelona,es,1,38,32,4,2,115,40,75.0,100,2.63,,,,
2012-2013,3,Manchester Utd,eng,1,38,28,5,5,86,43,43.0,89,2.34,,,,
2012-2013,4,Juventus,it,1,38,27,6,5,71,24,47.0,87,2.29,,,,
2012-2013,5,Real Madrid,es,2,38,26,7,5,103,42,61.0,85,2.24,,,,
2012-2013,6,Paris S-G,fr,1,38,25,8,5,69,23,46.0,83,2.18,,,,
2012-2013,7,Napoli,it,2,38,23,9,6,73,36,37.0,78,2.05,,,,
2012-2013,8,Manchester City,eng,2,38,23,9,6,66,34,32.0,78,2.05,,,,
2012-2013,9,Atlético Madrid,es,3,38,23,7,8,65,31,34.0,76,2.00,,,,
2012-2013,10,Chelsea,eng,3,38,22,9,7,75,39,36.0,75,1.97,,,,
2012-2013,11,Dortmund,de,2,34,19,9,6,81,42,39.0,66,1.94,,,,
2012-2013,12,Arsenal,eng,4,38,21,10,7,72,37,35.0,73,1.92,,,,
2012-2013,13,Leverkusen,de,3,34,19,8,7,65,39,26.0,65,1.91,,,,
2012-2013,14,Milan,it,3,38,21,9,8,67,39,28.0,72,1.89,,,,
2012-2013,15,Tottenham,eng,5,38,21,9,8,66,46,20.0,72,1.89,,,,
2012-2013,16,Marseille,fr,2,38,21,8,9,42,36,6.0,71,1.87,,,,
2012-2013,17,Fiorentina,it,4,38,21,7,10,72,44,28.0,70,1.84,,,,
2012-2013,18,Lyon,fr,3,38,19,10,9,61,38,23.0,67,1.76,,,,
2012-2013,19,Real Sociedad,es,4,38,18,12,8,70,49,21.0,66,1.74,,,,
2012-2013,20,Udinese,it,5,38,18,12,8,59,45,14.0,66,1.74,,,,
2012-2013,21,Valencia,es,5,38,19,8,11,67,54,13.0,65,1.71,,,,
2012-2013,22,Nice,fr,4,38,18,10,10,57,46,11.0,64,1.68,,,,
2012-2013,23,Saint-Étienne,fr,5,38,16,15,7,60,32,28.0,63,1.66,,,,
2012-2013,24,Everton,eng,6,38,16,15,7,55,40,15.0,63,1.66,,,,
2012-2013,25,Lille,fr,6,38,16,14,8,59,40,19.0,62,1.63,,,,
2012-2013,26,Roma,it,6,38,18,8,12,71,56,15.0,62,1.63,,,,
2012-2013,27,Schalke 04,de,4,34,16,7,11,58,50,8.0,55,1.62,,,,
2012-2013,28,Liverpool,eng,7,38,16,13,9,71,43,28.0,61,1.61,,,,
2012-2013,29,Lazio,it,7,38,18,7,13,51,42,9.0,61,1.61,,,,
2012-2013,30,Freiburg,de,5,34,14,9,11,45,40,5.0,51,1.50,,,,
2012-2013,31,Eint Frankfurt,de,6,34,14,9,11,49,46,3.0,51,1.50,,,,
2012-2013,32,Málaga,es,6,38,16,9,13,53,50,3.0,57,1.50,,,,
2012-2013,33,Catania,it,8,38,15,11,12,50,46,4.0,56,1.47,,,,
2012-2013,34,Betis,es,7,38,16,8,14,57,56,1.0,56,1.47,,,,
2012-2013,35,Bordeaux,fr,7,38,13,16,9,40,34,6.0,55,1.45,,,,
2012-2013,36,Inter,it,9,38,16,6,16,55,57,-2.0,54,1.42,,,,
2012-2013,37,Hamburger SV,de,7,34,14,6,14,42,53,-11.0,48,1.41,,,,
2012-2013,38,Lorient,fr,8,38,14,11,13,57,58,-1.0,53,1.39,,,,
2012-2013,39,Rayo Vallecano,es,8,38,16,5,17,50,66,-16.0,53,1.39,,,,
2012-2013,40,M'Gladbach,de,8,34,12,11,11,45,49,-4.0,47,1.38,,,,
2012-2013,41,Montpellier,fr,9,38,15,7,16,54,51,3.0,52,1.37,,,,
2012-2013,42,Toulouse,fr,10,38,13,12,13,49,47,2.0,51,1.34,,,,
2012-2013,43,Sevilla,es,9,38,14,8,16,58,54,4.0,50,1.32,,,,
2012-2013,44,Hannover 96,de,9,34,13,6,15,60,62,-2.0,45,1.32,,,,
2012-2013,45,Parma,it,10,38,13,10,15,45,46,-1.0,49,1.29,,,,
2012-2013,46,West Brom,eng,8,38,14,7,17,53,57,-4.0,49,1.29,,,,
2012-2013,47,Nürnberg,de,10,34,11,11,12,39,47,-8.0,44,1.29,,,,
2012-2013,48,Valenciennes,fr,11,38,12,12,14,49,53,-4.0,48,1.26,,,,
2012-2013,49,Wolfsburg,de,11,34,10,13,11,47,52,-5.0,43,1.26,,,,
2012-2013,50,Stuttgart,de,12,34,12,7,15,37,55,-18.0,43,1.26,,,,
2012-2013,51,Mainz 05,de,13,34,10,12,12,42,44,-2.0,42,1.24,,,,
2012-2013,52,Cagliari,it,11,38,12,11,15,43,55,-12.0,47,1.24,,,,
2012-2013,53,Getafe,es,10,38,13,8,17,43,57,-14.0,47,1.24,,,,
2012-2013,54,Bastia,fr,12,38,13,8,17,50,66,-16.0,47,1.24,,,,
2012-2013,55,Swansea City,eng,9,38,11,13,14,47,51,-4.0,46,1.21,,,,
2012-2013,56,West Ham,eng,10,38,12,10,16,45,53,-8.0,46,1.21,,,,
2012-2013,57,Rennes,fr,13,38,13,7,18,48,59,-11.0,46,1.21,,,,
2012-2013,58,Levante,es,11,38,12,10,16,40,57,-17.0,46,1.21,,,,
2012-2013,59,Chievo,it,12,38,12,9,17,37,52,-15.0,45,1.18,,,,
2012-2013,60,Athletic Club,es,12,38,12,9,17,44,65,-21.0,45,1.18,,,,
2012-2013,61,Bologna,it,13,38,11,11,16,46,52,-6.0,44,1.16,,,,
2012-2013,62,Espanyol,es,13,38,11,11,16,43,52,-9.0,44,1.16,,,,
2012-2013,63,Norwich City,eng,11,38,10,14,14,41,58,-17.0,44,1.16,,,,
2012-2013,64,Valladolid,es,14,38,11,10,17,49,58,-9.0,43,1.13,,,,
2012-2013,65,Reims,fr,14,38,10,13,15,33,42,-9.0,43,1.13,,,,
2012-2013,66,Fulham,eng,12,38,11,10,17,50,60,-10.0,43,1.13,,,,
2012-2013,67,Sampdoria,it,14,38,11,10,17,43,51,-8.0,42,1.11,,,,
2012-2013,68,Stoke City,eng,13,38,9,15,14,34,45,-11.0,42,1.11,,,,
2012-2013,69,Granada,es,15,38,11,9,18,37,54,-17.0,42,1.11,,,,
2012-2013,70,Southampton,eng,14,38,9,14,15,49,60,-11.0,41,1.08,,,,
2012-2013,71,Sochaux,fr,15,38,10,11,17,41,57,-16.0,41,1.08,,,,
2012-2013,72,Aston Villa,eng,15,38,10,11,17,47,69,-22.0,41,1.08,,,,
2012-2013,73,Newcastle Utd,eng,16,38,11,8,19,45,68,-23.0,41,1.08,,,,
2012-2013,74,Evian,fr,16,38,10,10,18,46,53,-7.0,40,1.05,,,,
2012-2013,75,Ajaccio,fr,17,38,9,15,14,39,51,-12.0,40,1.05,,,,
2012-2013,76,Atalanta,it,15,38,11,9,18,39,56,-17.0,40,1.05,,,,
2012-2013,77,Torino,it,16,38,8,16,14,46,55,-9.0,39,1.03,,,,
2012-2013,78,Sunderland,eng,17,38,9,12,17,41,54,-13.0,39,1.03,,,,
2012-2013,79,Osasuna,es,16,38,10,9,19,33,50,-17.0,39,1.03,,,,
2012-2013,80,Genoa,it,17,38,8,14,16,38,52,-14.0,38,1.00,,,,
2012-2013,81,Werder Bremen,de,14,34,8,10,16,50,66,-16.0,34,1.00,,,,
2012-2013,82,Nancy,fr,18,38,9,11,18,38,58,-20.0,38,1.00,,,,
2012-2013,83,Celta Vigo,es,17,38,10,7,21,37,52,-15.0,37,0.97,,,,
2012-2013,84,Augsburg,de,15,34,8,9,17,33,51,-18.0,33,0.97,,,,
2012-2013,85,Troyes,fr,19,38,8,13,17,43,61,-18.0,37,0.97,,,,
2012-2013,86,Wigan Athletic,eng,18,38,9,9,20,47,73,-26.0,36,0.95,,,,
2012-2013,87,Mallorca,es,18,38,9,9,20,43,72,-29.0,36,0.95,,,,
2012-2013,88,La Coruña,es,19,38,8,11,19,47,70,-23.0,35,0.92,,,,
2012-2013,89,Hoffenheim,de,16,34,8,7,19,42,67,-25.0,31,0.91,,,,
2012-2013,90,Zaragoza,es,20,38,9,7,22,37,62,-25.0,34,0.89,,,,
2012-2013,91,Düsseldorf,de,17,34,7,9,18,39,57,-18.0,30,0.88,,,,
2012-2013,92,Palermo,it,18,38,6,14,18,34,54,-20.0,32,0.84,,,,
2012-2013,93,Siena,it,19,38,9,9,20,36,57,-21.0,30,0.79,,,,
2012-2013,94,Brest,fr,20,38,8,5,25,32,62,-30.0,29,0.76,,,,
2012-2013,95,Reading,eng,19,38,6,10,22,43,73,-30.0,28,0.74,,,,
2012-2013,96,QPR,eng,20,38,4,13,21,30,60,-30.0,25,0.66,,,,
2012-2013,97,Greuther Fürth,de,18,34,4,9,21,26,60,-34.0,21,0.62,,,,
2012-2013,98,Pescara,it,20,38,6,4,28,27,84,-57.0,22,0.58,,,,
2011-2012,1,Real Madrid,es,1,38,32,4,2,121,32,89.0,100,2.63,,,,
2011-2012,2,Barcelona,es,2,38,28,7,3,114,29,85.0,91,2.39,,,,
2011-2012,3,Dortmund,de,1,34,25,6,3,80,25,55.0,81,2.38,,,,
2011-2012,4,Manchester City,eng,1,38,28,5,5,93,29,64.0,89,2.34,,,,
2011-2012,5,Manchester Utd,eng,2,38,28,5,5,89,33,56.0,89,2.34,,,,
2011-2012,6,Juventus,it,1,38,23,15,0,68,20,48.0,84,2.21,,,,
2011-2012,7,Montpellier,fr,1,38,25,7,6,68,34,34.0,82,2.16,,,,
2011-2012,8,Bayern Munich,de,2,34,23,4,7,77,22,55.0,73,2.15,,,,
2011-2012,9,Milan,it,2,38,24,8,6,74,33,41.0,80,2.11,,,,
2011-2012,10,Paris S-G,fr,2,38,23,10,5,75,41,34.0,79,2.08,,,,
2011-2012,11,Lille,fr,3,38,21,11,6,72,39,33.0,74,1.95,,,,
2011-2012,12,Schalke 04,de,3,34,20,4,10,74,44,30.0,64,1.88,,,,
2011-2012,13,Arsenal,eng,3,38,21,7,10,74,49,25.0,70,1.84,,,,
2011-2012,14,Tottenham,eng,4,38,20,9,9,66,41,25.0,69,1.82,,,,
2011-2012,15,M'Gladbach,de,4,34,17,9,8,49,24,25.0,60,1.76,,,,
2011-2012,16,Newcastle Utd,eng,5,38,19,8,11,56,51,5.0,65,1.71,,,,
2011-2012,17,Chelsea,eng,6,38,18,10,10,65,46,19.0,64,1.68,,,,
2011-2012,18,Udinese,it,3,38,18,10,10,52,35,17.0,64,1.68,,,,
2011-2012,19,Lyon,fr,4,38,19,7,12,64,51,13.0,64,1.68,,,,
2011-2012,20,Lazio,it,4,38,18,8,12,56,47,9.0,62,1.63,,,,
2011-2012,21,Napoli,it,5,38,16,13,9,66,46,20.0,61,1.61,,,,
2011-2012,22,Valencia,es,3,38,17,10,11,59,44,15.0,61,1.61,,,,
2011-2012,23,Bordeaux,fr,5,38,16,13,9,53,41,12.0,61,1.61,,,,
2011-2012,24,Leverkusen,de,5,34,15,9,10,52,44,8.0,54,1.59,,,,
2011-2012,25,Rennes,fr,6,38,17,9,12,53,44,9.0,60,1.58,,,,
2011-2012,26,Stuttgart,de,6,34,15,8,11,63,46,17.0,53,1.56,,,,
2011-2012,27,Inter,it,6,38,17,7,14,58,55,3.0,58,1.53,,,,
2011-2012,28,Málaga,es,4,38,17,7,14,54,53,1.0,58,1.53,,,,
2011-2012,29,Saint-Étienne,fr,7,38,16,9,13,49,45,4.0,57,1.50,,,,
2011-2012,30,Everton,eng,7,38,15,11,12,50,40,10.0,56,1.47,,,,
2011-2012,31,Atlético Madrid,es,5,38,15,11,12,53,46,7.0,56,1.47,,,,
2011-2012,32,Roma,it,7,38,16,8,14,60,54,6.0,56,1.47,,,,
2011-2012,33,Toulouse,fr,8,38,15,11,12,37,34,3.0,56,1.47,,,,
2011-2012,34,Parma,it,8,38,15,11,12,54,53,1.0,56,1.47,,,,
2011-2012,35,Levante,es,6,38,16,7,15,54,50,4.0,55,1.45,,,,
2011-2012,36,Osasuna,es,7,38,13,15,10,44,61,-17.0,54,1.42,,,,
2011-2012,37,Hannover 96,de,7,34,12,12,10,41,45,-4.0,48,1.41,,,,
2011-2012,38,Liverpool,eng,8,38,14,10,14,47,40,7.0,52,1.37,,,,
2011-2012,39,Fulham,eng,9,38,14,10,14,48,51,-3.0,52,1.37,,,,
2011-2012,40,Mallorca,es,8,38,14,10,14,42,46,-4.0,52,1.37,,,,
2011-2012,41,Bologna,it,9,38,13,12,13,41,43,-2.0,51,1.34,,,,
2011-2012,42,Sevilla,es,9,38,13,11,14,48,47,1.0,50,1.32,,,,
2011-2012,43,Evian,fr,9,38,13,11,14,54,55,-1.0,50,1.32,,,,
2011-2012,44,Athletic Club,es,10,38,12,13,13,49,52,-3.0,49,1.29,,,,
2011-2012,45,Chievo,it,10,38,12,13,13,35,45,-10.0,49,1.29,,,,
2011-2012,46,Wolfsburg,de,8,34,13,5,16,47,60,-13.0,44,1.29,,,,
2011-2012,47,Marseille,fr,10,38,12,12,14,45,41,4.0,48,1.26,,,,
2011-2012,48,Catania,it,11,38,11,15,12,47,52,-5.0,48,1.26,,,,
2011-2012,49,Real Sociedad,es,12,38,12,11,15,46,52,-6.0,47,1.24,,,,
2011-2012,50,West Brom,eng,10,38,13,8,17,45,52,-7.0,47,1.24,,,,
2011-2012,51,Swansea City,eng,11,38,12,11,15,44,51,-7.0,47,1.24,,,,
2011-2012,52,Betis,es,13,38,13,8,17,47,56,-9.0,47,1.24,,,,
2011-2012,53,Werder Bremen,de,9,34,11,9,14,49,58,-9.0,42,1.24,,,,
2011-2012,54,Getafe,es,11,38,12,11,15,40,51,-11.0,47,1.24,,,,
2011-2012,55,Nürnberg,de,10,34,12,6,16,38,49,-11.0,42,1.24,,,,
2011-2012,56,Norwich City,eng,12,38,12,11,15,52,66,-14.0,47,1.24,,,,
2011-2012,57,Atalanta,it,12,38,13,13,12,41,43,-2.0,46,1.21,,,,
2011-2012,58,Hoffenheim,de,11,34,10,11,13,41,47,-6.0,41,1.21,,,,
2011-2012,59,Fiorentina,it,13,38,11,13,14,37,43,-6.0,46,1.21,,,,
2011-2012,60,Espanyol,es,14,38,12,10,16,46,56,-10.0,46,1.21,,,,
2011-2012,61,Sunderland,eng,13,38,11,12,15,45,46,-1.0,45,1.18,,,,
2011-2012,62,Nancy,fr,11,38,11,12,15,38,48,-10.0,45,1.18,,,,
2011-2012,63,Freiburg,de,12,34,10,10,14,45,61,-16.0,40,1.18,,,,
2011-2012,64,Stoke City,eng,14,38,11,12,15,36,53,-17.0,45,1.18,,,,
2011-2012,65,Siena,it,14,38,11,11,16,45,45,0.0,44,1.16,,,,
2011-2012,66,Mainz 05,de,13,34,9,12,13,47,51,-4.0,39,1.15,,,,
2011-2012,67,Cagliari,it,15,38,10,13,15,37,46,-9.0,43,1.13,,,,
2011-2012,68,Palermo,it,16,38,11,10,17,52,62,-10.0,43,1.13,,,,
2011-2012,69,Valenciennes,fr,12,38,12,7,19,40,50,-10.0,43,1.13,,,,
2011-2012,70,Wigan Athletic,eng,15,38,11,10,17,42,62,-20.0,43,1.13,,,,
2011-2012,71,Rayo Vallecano,es,15,38,13,4,21,53,73,-20.0,43,1.13,,,,
2011-2012,72,Zaragoza,es,16,38,12,7,19,36,61,-25.0,43,1.13,,,,
2011-2012,73,Augsburg,de,14,34,8,14,12,36,49,-13.0,38,1.12,,,,
2011-2012,74,Nice,fr,13,38,10,12,16,39,46,-7.0,42,1.11,,,,
2011-2012,75,Genoa,it,17,38,11,9,18,50,69,-19.0,42,1.11,,,,
2011-2012,76,Sochaux,fr,14,38,11,9,18,40,60,-20.0,42,1.11,,,,
2011-2012,77,Granada,es,17,38,12,6,20,35,56,-21.0,42,1.11,,,,
2011-2012,78,Brest,fr,15,38,8,17,13,31,38,-7.0,41,1.08,,,,
2011-2012,79,Villarreal,es,18,38,9,14,15,39,53,-14.0,41,1.08,,,,
2011-2012,80,Ajaccio,fr,16,38,9,14,15,40,61,-21.0,41,1.08,,,,
2011-2012,81,Hamburger SV,de,15,34,8,12,14,35,57,-22.0,36,1.06,,,,
2011-2012,82,Lorient,fr,17,38,9,12,17,35,49,-14.0,39,1.03,,,,
2011-2012,83,Aston Villa,eng,16,38,7,17,14,37,53,-16.0,38,1.00,,,,
2011-2012,84,Caen,fr,18,38,9,11,18,39,59,-20.0,38,1.00,,,,
2011-2012,85,QPR,eng,17,38,10,7,21,43,66,-23.0,37,0.97,,,,
2011-2012,86,Sporting Gijón,es,19,38,10,7,21,42,69,-27.0,37,0.97,,,,
2011-2012,87,Lecce,it,18,38,8,12,18,40,56,-16.0,36,0.95,,,,
2011-2012,88,Dijon,fr,19,38,9,9,20,38,63,-25.0,36,0.95,,,,
2011-2012,89,Bolton,eng,18,38,10,6,22,46,77,-31.0,36,0.95,,,,
2011-2012,90,Hertha BSC,de,16,34,7,10,17,38,64,-26.0,31,0.91,,,,
2011-2012,91,Auxerre,fr,20,38,7,13,18,46,57,-11.0,34,0.89,,,,
2011-2012,92,Köln,de,17,34,8,6,20,39,75,-36.0,30,0.88,,,,
2011-2012,93,Novara,it,19,38,7,11,20,35,65,-30.0,32,0.84,,,,
2011-2012,94,Blackburn,eng,19,38,8,7,23,48,78,-30.0,31,0.82,,,,
2011-2012,95,Racing Sant,es,20,38,4,15,19,28,63,-35.0,27,0.71,,,,
2011-2012,96,Kaiserslautern,de,18,34,4,11,19,24,54,-30.0,23,0.68,,,,
2011-2012,97,Wolves,eng,20,38,5,10,23,40,82,-42.0,25,0.66,,,,
2011-2012,98,Cesena,it,20,38,4,10,24,24,60,-36.0,22,0.58,,,,
2010-2011,1,Barcelona,es,1,38,30,6,2,95,21,74.0,96,2.53,,,,
2010-2011,2,Real Madrid,es,2,38,29,5,4,102,33,69.0,92,2.42,,,,
2010-2011,3,Dortmund,de,1,34,23,6,5,67,22,45.0,75,2.21,,,,
2010-2011,4,Milan,it,1,38,24,10,4,65,24,41.0,82,2.16,,,,
2010-2011,5,Manchester Utd,eng,1,38,23,11,4,78,37,41.0,80,2.11,,,,
2010-2011,6,Lille,fr,1,38,21,13,4,68,36,32.0,76,2.00,,,,
2010-2011,7,Inter,it,2,38,23,7,8,69,42,27.0,76,2.00,,,,
2010-2011,8,Leverkusen,de,2,34,20,8,6,64,44,20.0,68,2.00,,,,
2010-2011,9,Bayern Munich,de,3,34,19,8,7,81,40,41.0,65,1.91,,,,
2010-2011,10,Chelsea,eng,2,38,21,8,9,69,33,36.0,71,1.87,,,,
2010-2011,11,Manchester City,eng,3,38,21,8,9,60,33,27.0,71,1.87,,,,
2010-2011,12,Valencia,es,3,38,21,8,9,64,44,20.0,71,1.87,,,,
2010-2011,13,Napoli,it,3,38,21,7,10,59,39,20.0,70,1.84,,,,
2010-2011,14,Arsenal,eng,4,38,19,11,8,72,43,29.0,68,1.79,,,,
2010-2011,15,Marseille,fr,2,38,18,14,6,62,39,23.0,68,1.79,,,,
2010-2011,16,Hannover 96,de,4,34,19,3,12,49,45,4.0,60,1.76,,,,
2010-2011,17,Udinese,it,4,38,20,6,12,65,43,22.0,66,1.74,,,,
2010-2011,18,Lazio,it,5,38,20,6,12,55,39,16.0,66,1.74,,,,
2010-2011,19,Mainz 05,de,5,34,18,4,12,52,39,13.0,58,1.71,,,,
2010-2011,20,Lyon,fr,3,38,17,13,8,61,40,21.0,64,1.68,,,,
2010-2011,21,Roma,it,6,38,18,9,11,59,52,7.0,63,1.66,,,,
2010-2011,22,Villarreal,es,4,38,18,8,12,54,44,10.0,62,1.63,,,,
2010-2011,23,Tottenham,eng,5,38,16,14,8,55,46,9.0,62,1.63,,,,
2010-2011,24,Paris S-G,fr,4,38,15,15,8,56,41,15.0,60,1.58,,,,
2010-2011,25,Sochaux,fr,5,38,17,7,14,60,43,17.0,58,1.53,,,,
2010-2011,26,Liverpool,eng,6,38,17,7,14,59,44,15.0,58,1.53,,,,
2010-2011,27,Juventus,it,7,38,15,13,10,57,47,10.0,58,1.53,,,,
2010-2011,28,Atlético Madrid,es,7,38,17,7,14,62,53,9.0,58,1.53,,,,
2010-2011,29,Athletic Club,es,6,38,18,4,16,59,55,4.0,58,1.53,,,,
2010-2011,30,Sevilla,es,5,38,17,7,14,62,61,1.0,58,1.53,,,,
2010-2011,31,Rennes,fr,6,38,15,11,12,38,35,3.0,56,1.47,,,,
2010-2011,32,Palermo,it,8,38,17,5,16,58,63,-5.0,56,1.47,,,,
2010-2011,33,Everton,eng,7,38,13,15,10,51,45,6.0,54,1.42,,,,
2010-2011,34,Nürnberg,de,6,34,13,8,13,47,45,2.0,47,1.38,,,,
2010-2011,35,Kaiserslautern,de,7,34,13,7,14,48,51,-3.0,46,1.35,,,,
2010-2011,36,Fiorentina,it,9,38,12,15,11,49,44,5.0,51,1.34,,,,
2010-2011,37,Bordeaux,fr,7,38,12,15,11,43,42,1.0,51,1.34,,,,
2010-2011,38,Genoa,it,10,38,14,9,15,45,47,-2.0,51,1.34,,,,
2010-2011,39,Toulouse,fr,8,38,14,8,16,38,36,2.0,50,1.32,,,,
2010-2011,40,Hamburger SV,de,8,34,12,9,13,46,52,-6.0,45,1.32,,,,
2010-2011,41,Fulham,eng,8,38,11,16,11,49,43,6.0,49,1.29,,,,
2010-2011,42,Auxerre,fr,9,38,10,19,9,45,41,4.0,49,1.29,,,,
2010-2011,43,Saint-Étienne,fr,10,38,12,13,13,46,47,-1.0,49,1.29,,,,
2010-2011,44,Lorient,fr,11,38,12,13,13,46,48,-2.0,49,1.29,,,,
2010-2011,45,Espanyol,es,8,38,15,4,19,46,55,-9.0,49,1.29,,,,
2010-2011,46,Freiburg,de,9,34,13,5,16,41,50,-9.0,44,1.29,,,,
2010-2011,47,Köln,de,10,34,13,5,16,47,62,-15.0,44,1.29,,,,
2010-2011,48,Valenciennes,fr,12,38,10,18,10,45,41,4.0,48,1.26,,,,
2010-2011,49,Hoffenheim,de,11,34,11,10,13,50,50,0.0,43,1.26,,,,
2010-2011,50,Nancy,fr,13,38,13,9,16,43,48,-5.0,48,1.26,,,,
2010-2011,51,Aston Villa,eng,9,38,12,12,14,48,59,-11.0,48,1.26,,,,
2010-2011,52,Stuttgart,de,12,34,12,6,16,60,59,1.0,42,1.24,,,,
2010-2011,53,Osasuna,es,9,38,13,8,17,45,46,-1.0,47,1.24,,,,
2010-2011,54,Sporting Gijón,es,10,38,11,14,13,35,42,-7.0,47,1.24,,,,
2010-2011,55,Sunderland,eng,10,38,12,11,15,45,56,-11.0,47,1.24,,,,
2010-2011,56,Montpellier,fr,14,38,12,11,15,32,43,-11.0,47,1.24,,,,
2010-2011,57,West Brom,eng,11,38,12,11,15,56,71,-15.0,47,1.24,,,,
2010-2011,58,Newcastle Utd,eng,12,38,11,13,14,56,57,-1.0,46,1.21,,,,
2010-2011,59,Stoke City,eng,13,38,13,7,18,46,48,-2.0,46,1.21,,,,
2010-2011,60,Chievo,it,11,38,11,13,14,38,40,-2.0,46,1.21,,,,
2010-2011,61,Bolton,eng,14,38,12,10,16,52,56,-4.0,46,1.21,,,,
2010-2011,62,Caen,fr,15,38,11,13,14,46,51,-5.0,46,1.21,,,,
2010-2011,63,Brest,fr,16,38,11,13,14,36,43,-7.0,46,1.21,,,,
2010-2011,64,Parma,it,12,38,11,13,14,39,47,-8.0,46,1.21,,,,
2010-2011,65,Catania,it,13,38,12,10,16,40,52,-12.0,46,1.21,,,,
2010-2011,66,Málaga,es,11,38,13,7,18,54,68,-14.0,46,1.21,,,,
2010-2011,67,Werder Bremen,de,13,34,10,11,13,47,61,-14.0,41,1.21,,,,
2010-2011,68,Racing Sant,es,12,38,12,10,16,41,56,-15.0,46,1.21,,,,
2010-2011,69,Nice,fr,17,38,11,13,14,33,48,-15.0,46,1.21,,,,
2010-2011,70,Schalke 04,de,14,34,11,7,16,38,44,-6.0,40,1.18,,,,
2010-2011,71,Cagliari,it,14,38,12,9,17,44,51,-7.0,45,1.18,,,,
2010-2011,72,Levante,es,14,38,12,9,17,41,52,-11.0,45,1.18,,,,
